Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
ALUGUER DE TENDAS DE TRIAGEM (COVID-19);Ajuste Direto Regime Geral;Aquisição de serviços<br/>Aquisição de bens móveis;"39522530-1, Tendas";"Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E. (506361438)";Multitendas - Comércio e Aluguer de Tendas Lda. (506871541);"3.200,00 €";18-02-2021;11-03-2020;30 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"685/2020 - CAMARA MUNICIPAL/PLANO DE CONTINGÊNCIA/COVID-19 - 22000 MÁSCARA CIRÚRGICA 3PL C/ELÁSTICO; 1500 MÁSCARAS FFP2 KN95; 1000 PARES LUVAS DE NITRILO; 900 FATOS DE PROTEÇÃO DESCARTÁVEIS/IMPERMEÁVEL - EN14126; 300 BATAS DESCARTÁVEIS - V/ORÇAMENTO DE 17/04/2020";Ajuste Direto Regime Geral;Aquisição de bens móveis;"35121000-8, Equipamento de segurança e protecção";Município de Sever do Vouga (502704977);ENERRE (500732680);"36.840,00 €";17-02-2021;17-04-2020;3 dias;"Portugal, Aveiro, Sever do Vouga";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.google.com/search?q=camara+municipal+de+sever+do+vouga&rlz=1C1GCEU_pt-PTPT932PT932&oq=camara+municipal+de+sever+do+vouga+&aqs=chrome..69i57j0l2j0i22i30l2.7496j0j7&sourceid=chrome&ie=UTF-8;false;
Fornecimento de máscaras cirúrgicas descartáveis como medida de confinamento no âmbito do combate à pandemia da doença COVID-19;Consulta Prévia;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Agrupamento de Escolas de Celeirós (600080889);HOPLON-DESENVOLVIMENTO DE EQUIP. ELEC.SOF.LDA (507080947);"409,08 €";16-02-2021;26-05-2020;20 dias;"Portugal, Braga, Braga";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;15-07-2020;"409,08 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Covid19 - Aquisição de máscaras de proteção, Batas e fatos para os funcionários da AT";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";Autoridade Tributária e Aduaneira (600084779);Cutelaria Polycarpo (500081964);"95.602,00 €";12-02-2021;22-06-2020;20 dias;"Portugal, Lisboa, Lisboa";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;02-09-2020;"95.602,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
68.4710.2020 Aluguer de Viaturas para Hospitalização domiciliaria COVID;Ajuste Direto Regime Geral;Aquisição de serviços;"60170000-0, Aluguer de veículos para transporte de passageiros com condutor";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"Guerin rent-a-car, Lda. (501738681)";"6.085,90 €";10-02-2021;10-06-2020;183 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
31 2924/2020 - Medicamentos Urgentes Covid-19 (Riboclicib 200mg comp);Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";NOVARTIS FARMACEUTICA (500063524);"47.262,70 €";09-02-2021;26-03-2020;90 dias;"Portugal, Faro, Faro";Artigo 258.º do Código dos Contratos Públicos;;;;;;;3430281;CP 2018/55;false;;false;
31 2909/2020 - Medicamentos urgentes do covid-19 (Ponatinib 15 mg comp);Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de bens móveis;"33690000-3, Medicamentos vários";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"ALLOGA LOGIFARMA, SA (503934640)";"32.342,87 €";09-02-2021;26-03-2020;90 dias;"Portugal, Faro, Faro";Artigo 258.º do Código dos Contratos Públicos;;;;;;;4088496;CP 2019/61 - Medicamentos diversos;false;;false;
31/2913/2020 - Medicamentos urgentes do Covid-19;Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Universitário do Algarve, E.P.E. (510745997)";NOVARTIS FARMACEUTICA (500063524);"133.650,13 €";08-02-2021;09-04-2020;90 dias;"Portugal, Faro, Faro";Artigo 258.º do Código dos Contratos Públicos;;;;;;;2489595;CP 2016/18 - Acordo quadro para fornecimento de Medicamentos do Grupo 4: Sangue às Instituições e Serviços do Serviço Nacional de Saúde;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1135044;false;
DM CLINICO - PROTEÇÃO - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Exumas Consulting Group, Lda (510396429)";"32.050,00 €";05-02-2021;26-03-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"AQUISIÇÃO DE TERMÓMETROS ""MULTIFUNÇÕES"" (COVID-19)";Ajuste Direto Regime Geral;Aquisição de bens móveis;"38412000-6, Termómetros";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";LIDL & Cia - Lojas Alimentares (503340855);"162,44 €";04-02-2021;16-03-2020;60 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de carpintaria para abertura de porta de madeira no Centro Local do Ave, ao abrigo de medidas de protecção COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"44400000-4, Produtos fabricados diversos e artigos afins";Autoridade para as Condições do Trabalho (600083349);Nuno Manuel Costa Unipessoal Lda (515334332);"260,16 €";29-01-2021;04-06-2020;10 dias;"Portugal, Braga, Vila Nova de Famalicão";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO MATERIAL CARPINTARIA (COVID 19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"44523000-2, Dobradiças, guarnições e acessórios";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Almiro Ferreira, Lda (504666738)";"61,68 €";29-01-2021;29-04-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Adaptação de Espaços à realidade do COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"50800000-3, Serviços de reparação e manutenção diversos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"CORFURBETÃO, CORTES E DEMOLIÇÕES, LDA. (505708043)";"2.110,00 €";29-01-2021;22-04-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Fornecimento de material Air Liquide no âmbito da Covid 19;Ajuste Direto Regime Geral;Aquisição de serviços;"50800000-3, Serviços de reparação e manutenção diversos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Air Liquide Medicinal, S.A. (501576436)";"486,82 €";29-01-2021;28-04-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE FITA AMARELA DELIMITADORA NO AMBITO DO COVID - 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44423000-1, Artigos diversos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Wurth Portugal - Técnica de Montagem, Lda. (500302030)";"37,20 €";29-01-2021;24-03-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição urgente de Access Points para aumentar a cobertura da rede sem fios, no âmbito das medidas governamentais, excecionais e temporárias, relativas à situação epidemiológica do novo Coronavírus (COVID 19) e na sequência do reforço dos meios e poderes da ACT";Ajuste Direto Regime Geral;Aquisição de bens móveis;"30200000-1, Equipamento e material informático";Autoridade para as Condições do Trabalho (600083349);Divultec (508453259);"5.983,28 €";29-01-2021;15-05-2020;30 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE EXTENSÕES SP02 E NIBP (COVID 19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"MEDICINALIA CORMEDICA - MCMEDICAL, LIMITADA (500684324)";"1.074,00 €";29-01-2021;08-04-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
MATERIAL DIVERSO PARA OBRAS (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"39715300-0, Equipamento para canalização";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Francisco Matias dos Santos, Lda (505283778)";"80,56 €";29-01-2021;30-04-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Autorização de despesa para pagamento de faturas à Vidroconfort- covid19 ;Ajuste Direto Regime Geral;Aquisição de serviços;"50800000-3, Serviços de reparação e manutenção diversos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";VidroConfort (508410002);"1.348,69 €";29-01-2021;30-04-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
FORNECIMENTO DE CADEIRÕES RELAX RODADO - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Exelmédica - Produtos Médico Cirurgicos, Lda (502263989)";"740,00 €";29-01-2021;03-04-2020;30 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de materiais de protecção COVID-19- óculos de protecção e luvas descartáveis, reforço de stock";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33700000-7, Produtos para cuidados pessoais";Autoridade para as Condições do Trabalho (600083349);"Farprotec- Comércio de uniformes e equipamentos de protecçao individual, lda. (507141806)";"1.759,60 €";28-01-2021;15-04-2020;10 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE MATERIAL CANALIZAÇÃO NO AMBITO DO COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44167200-0, Braçadeiras e grampos de reparação";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Nosbet Equipamentos, Lda (513514872)";"46,50 €";28-01-2021;24-03-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE MATERIAL CANALIZAÇÃO NO AMBITO DO COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39715000-7, Aquecedores de água e aquecimento central para edifícios; equipamento para canalização";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Rocha & Chaves, S.A. (500693099)";"399,52 €";28-01-2021;24-03-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE MATERIAL CANALIZAÇÃO NO AMBITO COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39715000-7, Aquecedores de água e aquecimento central para edifícios; equipamento para canalização";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Amadeu de Jesus Duarte, SA (502468521)";"128,44 €";28-01-2021;24-03-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE MATERIAL ELETRICO P/ FO 121215 NO AMBITO DO COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"31000000-6, Maquinaria, aparelhagem, equipamento e consumíveis eléctricos; iluminação";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Albuquerque & Freitas, S.A. (500014078)";"1.146,87 €";28-01-2021;24-03-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE MATERIAL ELETRICO P/ FO Nº121215 NO AMBITO DO COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"31210000-1, Aparelhos eléctricos para ligação ou protecção de circuitos eléctricos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Cinov, Lda (500704864)";"329,07 €";28-01-2021;24-03-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE FILTROS P/ VENTILADOR NO AMBITO DO COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"MEDTRONIC PORTUGAL, LDA (504223933)";"1.360,00 €";28-01-2021;24-03-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
TROLEY LIMPEZA GRANDE - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39800000-0, Produtos de limpeza e polimento";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"PAPELIQUIDOS, LDA (503527580)";"346,20 €";28-01-2021;26-05-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE ESMALTECINZA AQUOSO (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"44000000-0, Estruturas e materiais de construção; produtos auxiliares de construção (excepto aparelhos eléctricos)";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Sousa & Sousa, Lda. (501420584)";"150,36 €";28-01-2021;29-04-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE TERMOMETROS DE INFRAVERMELHOS SEM CONTACTO (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";R.P.C.K. - ELECTROMEDICINA E (513246908);"2.065,00 €";28-01-2021;28-03-2020;60 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Módulos de 4 Cadeiras para equipar os Contentores (Covid-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"39112000-0, Cadeiras";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Sousa Marques & Gomes - Comércio e Indústria de Mobiliário, Lda (506863549)";"2.410,20 €";27-01-2021;10-03-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE FERRAGENS FO 121076 NO AMBITO DO COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44520000-1, Fechaduras, chaves e dobradiças";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Ferragens Carlos Lopes, Lda (503639974)";"307,65 €";27-01-2021;06-04-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE MATERIAL DE CANALIZAÇÃO FO 121228 NO AMBITO DO COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44141000-0, Canalização";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Rocha & Chaves, S.A. (500693099)";"1.446,07 €";27-01-2021;06-04-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
